"x" "y" "z"
"67" "-148.064795144273" "65.1893720286106" "PEFR5"
"68" "-148.064794012818" "65.1893720286106" "pelapt"
"69" "-148.064792881364" "65.1893720286106" "pelleu"
"70" "-148.064791749909" "65.1893720286106" "pelmal"
"71" "-148.064790618455" "65.1893720286106" "pelsca"
"72" "-148.064789487" "65.1893720286106" "petfri"
"73" "-148.064788355545" "65.1893720286106" "picmar"
"74" "-148.064787224091" "65.1893720286106" "pilaci"
"75" "-148.064786092636" "65.1893720286106" "plagiomnium"
"76" "-148.064784961182" "65.1893720286106" "plesch"
"77" "-148.064783829727" "65.1893720286106" "poljun"
"78" "-148.064782698273" "65.1893720286106" "polytrichum"
"79" "-148.064781566818" "65.1893720286106" "popbal"
"80" "-148.064780435364" "65.1893720286106" "quartz"
"81" "-148.064779303909" "65.1893720286106" "raclan"
"82" "-148.064778172455" "65.1893720286106" "rhigeo"
"83" "-148.064777041" "65.1893720286106" "rhyrug"
"84" "-148.064775909545" "65.1893720286106" "rosaci"
"85" "-148.064774778091" "65.1893720286106" "rosasc"
"86" "-148.064773646636" "65.1893720286106" "rubcam"
"87" "-148.064772515182" "65.1893720286106" "rubcha"
"88" "-148.064771383727" "65.1893720286106" "salala"
"89" "-148.064770252273" "65.1893720286106" "salarb"
"90" "-148.064769120818" "65.1893720286106" "salgla"
"91" "-148.064767989364" "65.1893720286106" "sallan"
"92" "-148.064766857909" "65.1893720286106" "Salova"
"93" "-148.064765726455" "65.1893720286106" "salpul"
"94" "-148.064764595" "65.1893720286106" "salric"
"95" "-148.064763463545" "65.1893720286106" "SAPU15"
"96" "-148.064762332091" "65.1893720286106" "SAPU6"
"97" "-148.064761200636" "65.1893720286106" "sphagn"
"98" "-148.064760069182" "65.1893720286106" "sphfus"
"99" "-148.064758937727" "65.1893720286106" "spruce bark"
"100" "-148.064795144273" "65.1893715532548" "stepas"
"101" "-148.064794012818" "65.1893715532548" "stetas"
"102" "-148.064792881364" "65.1893715532548" "toefeldia"
"103" "-148.064791749909" "65.1893715532548" "tomnit"
"104" "-148.064790618455" "65.1893715532548" "tragra"
"105" "-148.064789487" "65.1893715532548" "umbarc"
"106" "-148.064788355545" "65.1893715532548" "umbhyp"
"107" "-148.064787224091" "65.1893715532548" "vaculi"
"108" "-148.064786092636" "65.1893715532548" "vacvit"
"109" "-148.064784961182" "65.1893715532548" "VAVI"
"110" "-148.064783829727" "65.1893715532548" "wooly_salix"
"111" "-148.064782698273" "65.1893715532548" "aleoch"
"112" "-148.064781566818" "65.1893715532548" "alnfru"
"113" "-148.064780435364" "65.1893715532548" "arccen"
"114" "-148.064779303909" "65.1893715532548" "arcnig"
"115" "-148.064778172455" "65.1893715532548" "arcrub"
"116" "-148.064777041" "65.1893715532548" "arcsta"
"117" "-148.064775909545" "65.1893715532548" "ARFU2"
"118" "-148.064774778091" "65.1893715532548" "ARLA2"
"119" "-148.064773646636" "65.1893715532548" "asachr"
"120" "-148.064772515182" "65.1893715532548" "aulpal"
"121" "-148.064771383727" "65.1893715532548" "aultur"
"122" "-148.064770252273" "65.1893715532548" "bare rock"
"123" "-148.064769120818" "65.1893715532548" "bare_soil"
"124" "-148.064767989364" "65.1893715532548" "betnan"
"125" "-148.064766857909" "65.1893715532548" "betneo"
"126" "-148.064765726455" "65.1893715532548" "CAAQ"
"127" "-148.064764595" "65.1893715532548" "calcan"
"128" "-148.064763463545" "65.1893715532548" "carlin"
"129" "-148.064762332091" "65.1893715532548" "carlyn"
"130" "-148.064761200636" "65.1893715532548" "carram"
"131" "-148.064760069182" "65.1893715532548" "castet"
"132" "-148.064758937727" "65.1893715532548" "cerpur"
"133" "-148.064795144273" "65.189371077899" "cetisl"
"134" "-148.064794012818" "65.189371077899" "cetlae"
"135" "-148.064792881364" "65.189371077899" "claama"
"136" "-148.064791749909" "65.189371077899" "clacor"
"137" "-148.064790618455" "65.189371077899" "clagra"
"138" "-148.064789487" "65.189371077899" "clamit"
"139" "-148.064788355545" "65.189371077899" "claran"
"140" "-148.064787224091" "65.189371077899" "claste"
"141" "-148.064786092636" "65.189371077899" "clasty"
"142" "-148.064784961182" "65.189371077899" "clasul"
"143" "-148.064783829727" "65.189371077899" "claunc"
"144" "-148.064782698273" "65.189371077899" "dacarc"
"145" "-148.064781566818" "65.189371077899" "dead salix"
"146" "-148.064780435364" "65.189371077899" "dicranum"
"147" "-148.064779303909" "65.189371077899" "dryala"
"148" "-148.064778172455" "65.189371077899" "dryhyb"
"149" "-148.064777041" "65.189371077899" "dryoct"
"150" "-148.064775909545" "65.189371077899" "DUFI"
"151" "-148.064774778091" "65.189371077899" "empnig"
"152" "-148.064773646636" "65.189371077899" "equarv"
"153" "-148.064772515182" "65.189371077899" "equsyl"
"154" "-148.064771383727" "65.189371077899" "ERAN6"
"155" "-148.064770252273" "65.189371077899" "erivag"
"156" "-148.064769120818" "65.189371077899" "flaniv"
"157" "-148.064767989364" "65.189371077899" "gravel"
"158" "-148.064766857909" "65.189371077899" "grey_rhizocarpon"
"159" "-148.064765726455" "65.189371077899" "herlan"
"160" "-148.064764595" "65.189371077899" "hylspl"
"161" "-148.064763463545" "65.189371077899" "hypspl"
"162" "-148.064762332091" "65.189371077899" "icmeri"
"163" "-148.064761200636" "65.189371077899" "irisit"
"164" "-148.064760069182" "65.189371077899" "leddec"
"165" "-148.064758937727" "65.189371077899" "loipro"
"166" "-148.064795144273" "65.1893706025433" "luparc"
"167" "-148.064794012818" "65.1893706025433" "masric"
"168" "-148.064792881364" "65.1893706025433" "melanelia"
"169" "-148.064791749909" "65.1893706025433" "melhep"
"170" "-148.064790618455" "65.1893706025433" "naparc"
"171" "-148.064789487" "65.1893706025433" "neparc"
"172" "-148.064788355545" "65.1893706025433" "orange_Porpidia"
"173" "-148.064787224091" "65.1893706025433" "paramb"
"174" "-148.064786092636" "65.1893706025433" "paromp"
"175" "-148.064784961182" "65.1893706025433" "pedrac"
"176" "-148.064783829727" "65.1893706025433" "pedsud"
"177" "-148.064782698273" "65.1893706025433" "PEFR5"
"178" "-148.064781566818" "65.1893706025433" "pelapt"
"179" "-148.064780435364" "65.1893706025433" "pelleu"
"180" "-148.064779303909" "65.1893706025433" "pelmal"
"181" "-148.064778172455" "65.1893706025433" "pelsca"
"182" "-148.064777041" "65.1893706025433" "petfri"
"183" "-148.064775909545" "65.1893706025433" "picmar"
"184" "-148.064774778091" "65.1893706025433" "pilaci"
"185" "-148.064773646636" "65.1893706025433" "plagiomnium"
"186" "-148.064772515182" "65.1893706025433" "plesch"
"187" "-148.064771383727" "65.1893706025433" "poljun"
"188" "-148.064770252273" "65.1893706025433" "polytrichum"
"189" "-148.064769120818" "65.1893706025433" "popbal"
"190" "-148.064767989364" "65.1893706025433" "quartz"
"191" "-148.064766857909" "65.1893706025433" "raclan"
"192" "-148.064765726455" "65.1893706025433" "rhigeo"
"193" "-148.064764595" "65.1893706025433" "rhyrug"
"194" "-148.064763463545" "65.1893706025433" "rosaci"
"195" "-148.064762332091" "65.1893706025433" "rosasc"
"196" "-148.064761200636" "65.1893706025433" "rubcam"
"197" "-148.064760069182" "65.1893706025433" "rubcha"
"198" "-148.064758937727" "65.1893706025433" "salala"
"199" "-148.064795144273" "65.1893701271875" "salarb"
"200" "-148.064794012818" "65.1893701271875" "salgla"
"201" "-148.064792881364" "65.1893701271875" "sallan"
"202" "-148.064791749909" "65.1893701271875" "Salova"
"203" "-148.064790618455" "65.1893701271875" "salpul"
"204" "-148.064789487" "65.1893701271875" "salric"
"205" "-148.064788355545" "65.1893701271875" "SAPU15"
"206" "-148.064787224091" "65.1893701271875" "SAPU6"
"207" "-148.064786092636" "65.1893701271875" "sphagn"
"208" "-148.064784961182" "65.1893701271875" "sphfus"
"209" "-148.064783829727" "65.1893701271875" "spruce bark"
"210" "-148.064782698273" "65.1893701271875" "stepas"
"211" "-148.064781566818" "65.1893701271875" "stetas"
"212" "-148.064780435364" "65.1893701271875" "toefeldia"
"213" "-148.064779303909" "65.1893701271875" "tomnit"
"214" "-148.064778172455" "65.1893701271875" "tragra"
"215" "-148.064777041" "65.1893701271875" "umbarc"
"216" "-148.064775909545" "65.1893701271875" "umbhyp"
"217" "-148.064774778091" "65.1893701271875" "vaculi"
"218" "-148.064773646636" "65.1893701271875" "vacvit"
"219" "-148.064772515182" "65.1893701271875" "VAVI"
"220" "-148.064771383727" "65.1893701271875" "wooly_salix"
"221" "-148.064770252273" "65.1893701271875" "aleoch"
"222" "-148.064769120818" "65.1893701271875" "alnfru"
"223" "-148.064767989364" "65.1893701271875" "arccen"
"224" "-148.064766857909" "65.1893701271875" "arcnig"
"225" "-148.064765726455" "65.1893701271875" "arcrub"
"226" "-148.064764595" "65.1893701271875" "arcsta"
"227" "-148.064763463545" "65.1893701271875" "ARFU2"
"228" "-148.064762332091" "65.1893701271875" "ARLA2"
"229" "-148.064761200636" "65.1893701271875" "asachr"
"230" "-148.064760069182" "65.1893701271875" "aulpal"
"231" "-148.064758937727" "65.1893701271875" "aultur"
"232" "-148.064795144273" "65.1893696518317" "bare rock"
"233" "-148.064794012818" "65.1893696518317" "bare_soil"
"234" "-148.064792881364" "65.1893696518317" "betnan"
"235" "-148.064791749909" "65.1893696518317" "betneo"
"236" "-148.064790618455" "65.1893696518317" "CAAQ"
"237" "-148.064789487" "65.1893696518317" "calcan"
"238" "-148.064788355545" "65.1893696518317" "carlin"
"239" "-148.064787224091" "65.1893696518317" "carlyn"
"240" "-148.064786092636" "65.1893696518317" "carram"
"241" "-148.064784961182" "65.1893696518317" "castet"
"242" "-148.064783829727" "65.1893696518317" "cerpur"
"243" "-148.064782698273" "65.1893696518317" "cetisl"
"244" "-148.064781566818" "65.1893696518317" "cetlae"
"245" "-148.064780435364" "65.1893696518317" "claama"
"246" "-148.064779303909" "65.1893696518317" "clacor"
"247" "-148.064778172455" "65.1893696518317" "clagra"
"248" "-148.064777041" "65.1893696518317" "clamit"
"249" "-148.064775909545" "65.1893696518317" "claran"
"250" "-148.064774778091" "65.1893696518317" "claste"
"251" "-148.064773646636" "65.1893696518317" "clasty"
"252" "-148.064772515182" "65.1893696518317" "clasul"
"253" "-148.064771383727" "65.1893696518317" "claunc"
"254" "-148.064770252273" "65.1893696518317" "dacarc"
"255" "-148.064769120818" "65.1893696518317" "dead salix"
"256" "-148.064767989364" "65.1893696518317" "dicranum"
"257" "-148.064766857909" "65.1893696518317" "dryala"
"258" "-148.064765726455" "65.1893696518317" "dryhyb"
"259" "-148.064764595" "65.1893696518317" "dryoct"
"260" "-148.064763463545" "65.1893696518317" "DUFI"
"261" "-148.064762332091" "65.1893696518317" "empnig"
"262" "-148.064761200636" "65.1893696518317" "equarv"
"263" "-148.064760069182" "65.1893696518317" "equsyl"
"264" "-148.064758937727" "65.1893696518317" "ERAN6"
"265" "-148.064795144273" "65.189369176476" "erivag"
"266" "-148.064794012818" "65.189369176476" "flaniv"
"267" "-148.064792881364" "65.189369176476" "gravel"
"268" "-148.064791749909" "65.189369176476" "grey_rhizocarpon"
"269" "-148.064790618455" "65.189369176476" "herlan"
"270" "-148.064789487" "65.189369176476" "hylspl"
"271" "-148.064788355545" "65.189369176476" "hypspl"
"272" "-148.064787224091" "65.189369176476" "icmeri"
"273" "-148.064786092636" "65.189369176476" "irisit"
"274" "-148.064784961182" "65.189369176476" "leddec"
"275" "-148.064783829727" "65.189369176476" "loipro"
"276" "-148.064782698273" "65.189369176476" "luparc"
"277" "-148.064781566818" "65.189369176476" "masric"
"278" "-148.064780435364" "65.189369176476" "melanelia"
"279" "-148.064779303909" "65.189369176476" "melhep"
"280" "-148.064778172455" "65.189369176476" "naparc"
"281" "-148.064777041" "65.189369176476" "neparc"
"282" "-148.064775909545" "65.189369176476" "orange_Porpidia"
"283" "-148.064774778091" "65.189369176476" "paramb"
"284" "-148.064773646636" "65.189369176476" "paromp"
"285" "-148.064772515182" "65.189369176476" "pedrac"
"286" "-148.064771383727" "65.189369176476" "pedsud"
"287" "-148.064770252273" "65.189369176476" "PEFR5"
"288" "-148.064769120818" "65.189369176476" "pelapt"
"289" "-148.064767989364" "65.189369176476" "pelleu"
"290" "-148.064766857909" "65.189369176476" "pelmal"
"291" "-148.064765726455" "65.189369176476" "pelsca"
"292" "-148.064764595" "65.189369176476" "petfri"
"293" "-148.064763463545" "65.189369176476" "picmar"
"294" "-148.064762332091" "65.189369176476" "pilaci"
"295" "-148.064761200636" "65.189369176476" "plagiomnium"
"296" "-148.064760069182" "65.189369176476" "plesch"
"297" "-148.064758937727" "65.189369176476" "poljun"
"298" "-148.064795144273" "65.1893687011202" "polytrichum"
"299" "-148.064794012818" "65.1893687011202" "popbal"
"300" "-148.064792881364" "65.1893687011202" "quartz"
"301" "-148.064791749909" "65.1893687011202" "raclan"
"302" "-148.064790618455" "65.1893687011202" "rhigeo"
"303" "-148.064789487" "65.1893687011202" "rhyrug"
"304" "-148.064788355545" "65.1893687011202" "rosaci"
"305" "-148.064787224091" "65.1893687011202" "rosasc"
"306" "-148.064786092636" "65.1893687011202" "rubcam"
"307" "-148.064784961182" "65.1893687011202" "rubcha"
"308" "-148.064783829727" "65.1893687011202" "salala"
"309" "-148.064782698273" "65.1893687011202" "salarb"
"310" "-148.064781566818" "65.1893687011202" "salgla"
"311" "-148.064780435364" "65.1893687011202" "sallan"
"312" "-148.064779303909" "65.1893687011202" "Salova"
"313" "-148.064778172455" "65.1893687011202" "salpul"
"314" "-148.064777041" "65.1893687011202" "salric"
"315" "-148.064775909545" "65.1893687011202" "SAPU15"
"316" "-148.064774778091" "65.1893687011202" "SAPU6"
"317" "-148.064773646636" "65.1893687011202" "sphagn"
"318" "-148.064772515182" "65.1893687011202" "sphfus"
"319" "-148.064771383727" "65.1893687011202" "spruce bark"
"320" "-148.064770252273" "65.1893687011202" "stepas"
"321" "-148.064769120818" "65.1893687011202" "stetas"
"322" "-148.064767989364" "65.1893687011202" "toefeldia"
"323" "-148.064766857909" "65.1893687011202" "tomnit"
"324" "-148.064765726455" "65.1893687011202" "tragra"
"325" "-148.064764595" "65.1893687011202" "umbarc"
"326" "-148.064763463545" "65.1893687011202" "umbhyp"
"327" "-148.064762332091" "65.1893687011202" "vaculi"
"328" "-148.064761200636" "65.1893687011202" "vacvit"
"329" "-148.064760069182" "65.1893687011202" "VAVI"
"330" "-148.064758937727" "65.1893687011202" "wooly_salix"
"331" "-148.064795144273" "65.1893682257644" "aleoch"
"332" "-148.064794012818" "65.1893682257644" "alnfru"
"333" "-148.064792881364" "65.1893682257644" "arccen"
"334" "-148.064791749909" "65.1893682257644" "arcnig"
"335" "-148.064790618455" "65.1893682257644" "arcrub"
"336" "-148.064789487" "65.1893682257644" "arcsta"
"337" "-148.064788355545" "65.1893682257644" "ARFU2"
"338" "-148.064787224091" "65.1893682257644" "ARLA2"
"339" "-148.064786092636" "65.1893682257644" "asachr"
"340" "-148.064784961182" "65.1893682257644" "aulpal"
"341" "-148.064783829727" "65.1893682257644" "aultur"
"342" "-148.064782698273" "65.1893682257644" "bare rock"
"343" "-148.064781566818" "65.1893682257644" "bare_soil"
"344" "-148.064780435364" "65.1893682257644" "betnan"
"345" "-148.064779303909" "65.1893682257644" "betneo"
"346" "-148.064778172455" "65.1893682257644" "CAAQ"
"347" "-148.064777041" "65.1893682257644" "calcan"
"348" "-148.064775909545" "65.1893682257644" "carlin"
"349" "-148.064774778091" "65.1893682257644" "carlyn"
"350" "-148.064773646636" "65.1893682257644" "carram"
"351" "-148.064772515182" "65.1893682257644" "castet"
"352" "-148.064771383727" "65.1893682257644" "cerpur"
"353" "-148.064770252273" "65.1893682257644" "cetisl"
"354" "-148.064769120818" "65.1893682257644" "cetlae"
"355" "-148.064767989364" "65.1893682257644" "claama"
"356" "-148.064766857909" "65.1893682257644" "clacor"
"357" "-148.064765726455" "65.1893682257644" "clagra"
"358" "-148.064764595" "65.1893682257644" "clamit"
"359" "-148.064763463545" "65.1893682257644" "claran"
"360" "-148.064762332091" "65.1893682257644" "claste"
"361" "-148.064761200636" "65.1893682257644" "clasty"
"362" "-148.064760069182" "65.1893682257644" "clasul"
"363" "-148.064758937727" "65.1893682257644" "claunc"
"364" "-148.064795144273" "65.1893677504086" "dacarc"
"365" "-148.064794012818" "65.1893677504086" "dead salix"
"366" "-148.064792881364" "65.1893677504086" "dicranum"
"367" "-148.064791749909" "65.1893677504086" "dryala"
"368" "-148.064790618455" "65.1893677504086" "dryhyb"
"369" "-148.064789487" "65.1893677504086" "dryoct"
"370" "-148.064788355545" "65.1893677504086" "DUFI"
"371" "-148.064787224091" "65.1893677504086" "empnig"
"372" "-148.064786092636" "65.1893677504086" "equarv"
"373" "-148.064784961182" "65.1893677504086" "equsyl"
"374" "-148.064783829727" "65.1893677504086" "ERAN6"
"375" "-148.064782698273" "65.1893677504086" "erivag"
"376" "-148.064781566818" "65.1893677504086" "flaniv"
"377" "-148.064780435364" "65.1893677504086" "gravel"
"378" "-148.064779303909" "65.1893677504086" "grey_rhizocarpon"
"379" "-148.064778172455" "65.1893677504086" "herlan"
"380" "-148.064777041" "65.1893677504086" "hylspl"
"381" "-148.064775909545" "65.1893677504086" "hypspl"
"382" "-148.064774778091" "65.1893677504086" "icmeri"
"383" "-148.064773646636" "65.1893677504086" "irisit"
"384" "-148.064772515182" "65.1893677504086" "leddec"
"385" "-148.064771383727" "65.1893677504086" "loipro"
"386" "-148.064770252273" "65.1893677504086" "luparc"
"387" "-148.064769120818" "65.1893677504086" "masric"
"388" "-148.064767989364" "65.1893677504086" "melanelia"
"389" "-148.064766857909" "65.1893677504086" "melhep"
"390" "-148.064765726455" "65.1893677504086" "naparc"
"391" "-148.064764595" "65.1893677504086" "neparc"
"392" "-148.064763463545" "65.1893677504086" "orange_Porpidia"
"393" "-148.064762332091" "65.1893677504086" "paramb"
"394" "-148.064761200636" "65.1893677504086" "paromp"
"395" "-148.064760069182" "65.1893677504086" "pedrac"
"396" "-148.064758937727" "65.1893677504086" "pedsud"
"397" "-148.064795144273" "65.1893672750529" "PEFR5"
"398" "-148.064794012818" "65.1893672750529" "pelapt"
"399" "-148.064792881364" "65.1893672750529" "pelleu"
"400" "-148.064791749909" "65.1893672750529" "pelmal"
"401" "-148.064790618455" "65.1893672750529" "pelsca"
"402" "-148.064789487" "65.1893672750529" "petfri"
"403" "-148.064788355545" "65.1893672750529" "picmar"
"404" "-148.064787224091" "65.1893672750529" "pilaci"
"405" "-148.064786092636" "65.1893672750529" "plagiomnium"
"406" "-148.064784961182" "65.1893672750529" "plesch"
"407" "-148.064783829727" "65.1893672750529" "poljun"
"408" "-148.064782698273" "65.1893672750529" "polytrichum"
"409" "-148.064781566818" "65.1893672750529" "popbal"
"410" "-148.064780435364" "65.1893672750529" "quartz"
"411" "-148.064779303909" "65.1893672750529" "raclan"
"412" "-148.064778172455" "65.1893672750529" "rhigeo"
"413" "-148.064777041" "65.1893672750529" "rhyrug"
"414" "-148.064775909545" "65.1893672750529" "rosaci"
"415" "-148.064774778091" "65.1893672750529" "rosasc"
"416" "-148.064773646636" "65.1893672750529" "rubcam"
"417" "-148.064772515182" "65.1893672750529" "rubcha"
"418" "-148.064771383727" "65.1893672750529" "salala"
"419" "-148.064770252273" "65.1893672750529" "salarb"
"420" "-148.064769120818" "65.1893672750529" "salgla"
"421" "-148.064767989364" "65.1893672750529" "sallan"
"422" "-148.064766857909" "65.1893672750529" "Salova"
"423" "-148.064765726455" "65.1893672750529" "salpul"
"424" "-148.064764595" "65.1893672750529" "salric"
"425" "-148.064763463545" "65.1893672750529" "SAPU15"
"426" "-148.064762332091" "65.1893672750529" "SAPU6"
"427" "-148.064761200636" "65.1893672750529" "sphagn"
"428" "-148.064760069182" "65.1893672750529" "sphfus"
"429" "-148.064758937727" "65.1893672750529" "spruce bark"
"430" "-148.064795144273" "65.1893667996971" "stepas"
"431" "-148.064794012818" "65.1893667996971" "stetas"
"432" "-148.064792881364" "65.1893667996971" "toefeldia"
"433" "-148.064791749909" "65.1893667996971" "tomnit"
"434" "-148.064790618455" "65.1893667996971" "tragra"
"435" "-148.064789487" "65.1893667996971" "umbarc"
"436" "-148.064788355545" "65.1893667996971" "umbhyp"
"437" "-148.064787224091" "65.1893667996971" "vaculi"
"438" "-148.064786092636" "65.1893667996971" "vacvit"
"439" "-148.064784961182" "65.1893667996971" "VAVI"
"440" "-148.064783829727" "65.1893667996971" "wooly_salix"
"441" "-148.064782698273" "65.1893667996971" "aleoch"
"442" "-148.064781566818" "65.1893667996971" "alnfru"
"443" "-148.064780435364" "65.1893667996971" "arccen"
"444" "-148.064779303909" "65.1893667996971" "arcnig"
"445" "-148.064778172455" "65.1893667996971" "arcrub"
"446" "-148.064777041" "65.1893667996971" "arcsta"
"447" "-148.064775909545" "65.1893667996971" "ARFU2"
"448" "-148.064774778091" "65.1893667996971" "ARLA2"
"449" "-148.064773646636" "65.1893667996971" "asachr"
"450" "-148.064772515182" "65.1893667996971" "aulpal"
"451" "-148.064771383727" "65.1893667996971" "aultur"
"452" "-148.064770252273" "65.1893667996971" "bare rock"
"453" "-148.064769120818" "65.1893667996971" "bare_soil"
"454" "-148.064767989364" "65.1893667996971" "betnan"
"455" "-148.064766857909" "65.1893667996971" "betneo"
"456" "-148.064765726455" "65.1893667996971" "CAAQ"
"457" "-148.064764595" "65.1893667996971" "calcan"
"458" "-148.064763463545" "65.1893667996971" "carlin"
"459" "-148.064762332091" "65.1893667996971" "carlyn"
"460" "-148.064761200636" "65.1893667996971" "carram"
"461" "-148.064760069182" "65.1893667996971" "castet"
"462" "-148.064758937727" "65.1893667996971" "cerpur"
"463" "-148.064795144273" "65.1893663243413" "cetisl"
"464" "-148.064794012818" "65.1893663243413" "cetlae"
"465" "-148.064792881364" "65.1893663243413" "claama"
"466" "-148.064791749909" "65.1893663243413" "clacor"
"467" "-148.064790618455" "65.1893663243413" "clagra"
"468" "-148.064789487" "65.1893663243413" "clamit"
"469" "-148.064788355545" "65.1893663243413" "claran"
"470" "-148.064787224091" "65.1893663243413" "claste"
"471" "-148.064786092636" "65.1893663243413" "clasty"
"472" "-148.064784961182" "65.1893663243413" "clasul"
"473" "-148.064783829727" "65.1893663243413" "claunc"
"474" "-148.064782698273" "65.1893663243413" "dacarc"
"475" "-148.064781566818" "65.1893663243413" "dead salix"
"476" "-148.064780435364" "65.1893663243413" "dicranum"
"477" "-148.064779303909" "65.1893663243413" "dryala"
"478" "-148.064778172455" "65.1893663243413" "dryhyb"
"479" "-148.064777041" "65.1893663243413" "dryoct"
"480" "-148.064775909545" "65.1893663243413" "DUFI"
"481" "-148.064774778091" "65.1893663243413" "empnig"
"482" "-148.064773646636" "65.1893663243413" "equarv"
"483" "-148.064772515182" "65.1893663243413" "equsyl"
"484" "-148.064771383727" "65.1893663243413" "ERAN6"
"485" "-148.064770252273" "65.1893663243413" "erivag"
"486" "-148.064769120818" "65.1893663243413" "flaniv"
"487" "-148.064767989364" "65.1893663243413" "gravel"
"488" "-148.064766857909" "65.1893663243413" "grey_rhizocarpon"
"489" "-148.064765726455" "65.1893663243413" "herlan"
"490" "-148.064764595" "65.1893663243413" "hylspl"
"491" "-148.064763463545" "65.1893663243413" "hypspl"
"492" "-148.064762332091" "65.1893663243413" "icmeri"
"493" "-148.064761200636" "65.1893663243413" "irisit"
"494" "-148.064760069182" "65.1893663243413" "leddec"
"495" "-148.064758937727" "65.1893663243413" "loipro"
"496" "-148.064795144273" "65.1893658489856" "luparc"
"497" "-148.064794012818" "65.1893658489856" "masric"
"498" "-148.064792881364" "65.1893658489856" "melanelia"
"499" "-148.064791749909" "65.1893658489856" "melhep"
"500" "-148.064790618455" "65.1893658489856" "naparc"
"501" "-148.064789487" "65.1893658489856" "neparc"
"502" "-148.064788355545" "65.1893658489856" "orange_Porpidia"
"503" "-148.064787224091" "65.1893658489856" "paramb"
"504" "-148.064786092636" "65.1893658489856" "paromp"
"505" "-148.064784961182" "65.1893658489856" "pedrac"
"506" "-148.064783829727" "65.1893658489856" "pedsud"
"507" "-148.064782698273" "65.1893658489856" "PEFR5"
"508" "-148.064781566818" "65.1893658489856" "pelapt"
